filepath,transcription_clean,prediction
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ks00t/ks00t5s0.wav,are you sure this is okay,ma shouldis as a ca
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ks00t/ks00t7y0.wav,toothpaste,to thing
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ks00t/ks00t880.wav,unfortunate,am farthinit
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ks00t/ks00t790.wav,starve,star
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ks00t/ks00t5n0.wav,i like my meat on a cold platter,i goime a colld plar
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ks00t/ks00t3p0.wav,safeway,ther way
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ks00t/ks00t8s0.wav,yellow,hano
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ks00t/ks00t7t0.wav,thousand,downson
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ks00t/ks00t830.wav,treasure,twasure
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ks00t/ks00t3h0.wav,push,push
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ks00t/ks00t340.wav,organizations,why i say sence
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ks00t/ks00t6y0.wav,slogan,as hat al dan
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ks00t/ks00t5j0.wav,will you sing this song,why you sing te song
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ks00t/ks00t5p0.wav,pass their notes along,as ter not suma
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ks00t/ks00t760.wav,spoons,spons
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ks00t/ks00t7j0.wav,suggest,te ganst
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ks00t/ks00t8i0.wav,wash,whysh
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb097t0.wav,thousand,tou sain
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb09830.wav,treasure,tasur
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb095v0.wav,you can see bugs light up the sky,he  con cei on o plinat sky
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb098s0.wav,yellow,teno
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb096e0.wav,the rain chased the dirt down the drain,torean chees teert and a tai
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb093h0.wav,push,pesh
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb095n0.wav,i like my meat on a cold platter,to late may mee him a cor platter
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb093p0.wav,safeway,safefully
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb096y0.wav,slogan,he slowly
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb095j0.wav,will you sing this song,well you sen mis son
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb09340.wav,organizations,orcan izations
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb09760.wav,spoons,tins
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb09500.wav,the flood took a car down the street,as lede took a card on thes state
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb095p0.wav,pass their notes along,passe dygnot for long
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb098i0.wav,wash,why
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb097j0.wav,suggest,sa jass
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb095t0.wav,please offer them a dinner mint,hes lagt nomateny
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb09390.wav,pathfinder,pas inder
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb098d0.wav,vase,meas
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb095o0.wav,are zebras just striped horses,seefers wertish stripe tour sis
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb09790.wav,starve,styfe
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb097y0.wav,toothpaste,two dees
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb09880.wav,unfortunate,e frectionate
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb093e0.wav,playoffs,plaats
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb093u0.wav,seizure,seiure
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb095s0.wav,are you sure this is okay,a you som susan pa
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb093k0.wav,red,bait
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb096h0.wav,the speaker boomed from the car,te speak er rin from the ca
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb095q0.wav,will beets stain my pants,e pe stanly pen
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb097o0.wav,technology,dep not e ge
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb095u0.wav,could lizards ever talk,he mater hadareser sampry top
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb096t0.wav,shock,shop
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb09730.wav,soften,softy
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q7n0.wav,tab,
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q8m0.wav,wiseguy,wie skan
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q500.wav,the flood took a car down the street,t hart alnish at oa
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q4y0.wav,your shadow always follows you,o span
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q580.wav,his car thundered down the road,it is cired than te donero
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q760.wav,spoons,stil
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q3j0.wav,real,men
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q6s0.wav,shirt,m
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q720.wav,snake,m
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q3t0.wav,screwdriver,ge gidle
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q520.wav,honey can get sticky,e te to
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q3d0.wav,playhouse,plain
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q7x0.wav,thursday,thases can
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q870.wav,underneath,and didnt
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q780.wav,squeegee,squeen ju
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q5j0.wav,will you sing this song,hes sindish son
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q380.wav,pathetic,e
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q560.wav,even your ears sweat in a sauna,hehe ectone son
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q8c0.wav,upward,upbrid
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q3h0.wav,push,pe
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q7d0.wav,stooges,in dos
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q330.wav,one,m
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q510.wav,it can only be a good circus with elephants, be o get se kis with ill
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q6x0.wav,six,six
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q4z0.wav,we should try to save the whales,we should change santle ways
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q8r0.wav,yankee,
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q550.wav,the herd became angry and started a stampede,e hant te kining startlinness stanply
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q7s0.wav,thatch,um
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q820.wav,trauma,sune
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q3o0.wav,rugby,hron be
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q7i0.wav,subtract,u jack
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q8h0.wav,warmth,
/srv/scratch/chacmod/OGI/speech/scripted/00/3/ks00q/ks00q570.wav,don't make the same mistakes twice,don't make kis sangms stake wice
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w8l0.wav,white,white
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w7m0.wav,swoop,h
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w3i0.wav,ragtime,ragt dime
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w6r0.wav,sheepdog,if heepd dug
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w710.wav,smoothly,sporly
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w2n0.wav,nuclear,uclear
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w0p0.wav,civilized,civilized
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w1o0.wav,homemaking,ale making
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w0f0.wav,boomerang,botmeri
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w2d0.wav,mohawk,mohark
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w1e0.wav,five,five
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w3c0.wav,picture,ictureo
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w3s0.wav,scrapbook,scrapbook
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w770.wav,springhill,spring you know
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w7w0.wav,thrower,grower
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w860.wav,two,to
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w8b0.wav,updated,updated
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w7c0.wav,stepfather,step father
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w0z0.wav,design,design
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w190.wav,ethnic,and mik
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w370.wav,page,te
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w1y0.wav,kingpin,ng bent
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w280.wav,mcdonald,mcdonald
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w1t0.wav,iceberg,i isburd
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w230.wav,logic,lidenik
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w320.wav,offshore,yor
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w0u0.wav,crenshaw,crent shaw
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w140.wav,easier,easier
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w760.wav,spoons,tons
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w6w0.wav,singer, singer
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w7r0.wav,thanks,franks
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w810.wav,toyota,doona
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w8q0.wav,woolen,wolen
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w3n0.wav,royal,oyl
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w0a0.wav,behind,beind
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w7h0.wav,submit,sut mat
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w8g0.wav,wagging,whygging
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w3h0.wav,push,e
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w1j0.wav,gumshoe,gotbshi
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w0k0.wav,chair,chair
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks83w/ks83w2i0.wav,napkin,natket
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o1y0.wav,kingpin,king fin
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o280.wav,mcdonald,mcdonald
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o370.wav,page,page
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o0z0.wav,design,design
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o190.wav,ethnic,atth nix
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o8b0.wav,updated,apdated
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o7w0.wav,thrower,thrower
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o860.wav,two,to
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o770.wav,springhill,springhel
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o2d0.wav,mohawk,mopa
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o0f0.wav,boomerang,bumering
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o3c0.wav,picture,thicktur
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o1e0.wav,five,five
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o3s0.wav,scrapbook,scrap 
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o3i0.wav,ragtime,rag time
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o8l0.wav,white,white
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o7m0.wav,swoop,swep
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o0p0.wav,civilized,civilized
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o2n0.wav,nuclear,neplor
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o1o0.wav,homemaking,how making
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o710.wav,smoothly,smothly
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o6r0.wav,sheepdog,she thogh
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o1j0.wav,gumshoe,gumshill
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o3h0.wav,push,purs i
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o2i0.wav,napkin,nop kin
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o0k0.wav,chair,care
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o7h0.wav,submit,that met
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o8g0.wav,wagging,wagging
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o760.wav,spoons,thim
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o6w0.wav,singer,singer
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o1t0.wav,iceberg,i spurred
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o230.wav,logic,logic
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o0u0.wav,crenshaw,crinshal
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o140.wav,easier,easier
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o320.wav,offshore,ac sore
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o0a0.wav,behind,behind
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o3n0.wav,royal,royal
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o7r0.wav,thanks,thanks
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o810.wav,toyota,peoda
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj3o/ksj3o8q0.wav,woolen,walen
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x1e0.wav,five,five
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x3c0.wav,picture,picture
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x2d0.wav,mohawk,mohark
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x0f0.wav,boomerang,booberag
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x3s0.wav,scrapbook,scrap uok
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x7w0.wav,thrower,ut thrower
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x860.wav,two,two
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x770.wav,springhill,spring hell
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x7c0.wav,stepfather,stepfather
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x8b0.wav,updated,apdated
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x1y0.wav,kingpin,kinben
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x280.wav,mcdonald,mcdonald
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x370.wav,page,page
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x190.wav,ethnic,thnic
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x0z0.wav,design,design
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x6r0.wav,sheepdog,sheeped out
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x710.wav,smoothly, smoothly
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x1o0.wav,homemaking,on't makeing
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x0p0.wav,civilized,sivilized
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x2n0.wav,nuclear,nuclear
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x3i0.wav,ragtime,rag time
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x7m0.wav,swoop,smoke
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x8l0.wav,white,white
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x8g0.wav,wagging,wagging
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x7h0.wav,submit,submit
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x0k0.wav,chair,care
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x2i0.wav,napkin,napkin
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x1j0.wav,gumshoe,gum shu
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x3h0.wav,push,ush
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x7r0.wav,thanks,lenks
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x810.wav,toyota,toyota
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x3n0.wav,royal,ryal
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x0a0.wav,behind,behind
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x6w0.wav,singer,singer
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x760.wav,spoons,spoons
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x320.wav,offshore,affeshore
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x140.wav,easier,easier
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x1t0.wav,iceberg,i spurk
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks80x/ks80x230.wav,logic,logic
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj407q0.wav,ten,then
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj40800.wav,town,how
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj408p0.wav,wonderful,onderful
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj403m0.wav,rock,rock
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj406v0.wav,shortchange,shart tange
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj40750.wav,southmost,sofalst
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj40310.wav,obvious,of tis
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj40130.wav,earthquake,and glak
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj401s0.wav,humor,hemor
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj40220.wav,lifeboats,life boats
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj400j0.wav,cautiously,cautiously
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj402h0.wav,mutual,weattul
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj401i0.wav,growl,well
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj403g0.wav,punishment,pant mit
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj408f0.wav,vowel,
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj407g0.wav,subdue,subdel
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj400y0.wav,depths,deaths
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj40180.wav,engrave,in gray of
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj40360.wav,overreaction,o veraction
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj401x0.wav,jurors,anjers
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj40270.wav,mature,at yure
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj40090.wav,bathe,bave
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj407b0.wav,steamship,steep ship
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj408a0.wav,unwilling,unwilling
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj408u0.wav,zucchini,zukini
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj40760.wav,spoons,spin
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj407v0.wav,throughout,throughout
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj40850.wav,twenty,wenty
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj401d0.wav,female,
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj402c0.wav,misjudged,a tage
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj400e0.wav,birthmark,breth mark
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj403r0.wav,school,schor
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj403h0.wav,push,purch
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj407l0.wav,surround,surrown
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj408k0.wav,weatherproof,n whether prof
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj401n0.wav,herbalist,erbolist
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj400o0.wav,circumstance,secumstance
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj402m0.wav,novel,novel
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj406q0.wav,shades,sage
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj40/ksj40700.wav,smoke,smak
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj0c/ksj0c7b0.wav,steamship,steamship
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj0c/ksj0c8a0.wav,unwilling,unwilling
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj0c/ksj0c090.wav,bathe,bath
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj0c/ksj0c1x0.wav,jurors,jurors
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj0c/ksj0c270.wav,mature,mature
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj0c/ksj0c0y0.wav,depths,depths
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj0c/ksj0c180.wav,engrave,in grave
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj0c/ksj0c360.wav,overreaction,of ver reaction
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj0c/ksj0c7v0.wav,throughout,throughout
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj0c/ksj0c850.wav,twenty,twenty
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj0c/ksj0c8u0.wav,zucchini,ise keni
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj0c/ksj0c760.wav,spoons,spose
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj0c/ksj0c3r0.wav,school,school
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj0c/ksj0c0e0.wav,birthmark,first mark
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj0c/ksj0c2c0.wav,misjudged,miss judged
